Day,Time,Sensor 1 CO2,Sensor 2 CO2,Day Type,n,Month
9-Aug,16:50,815.6,805.6,Anchor,23,August
9-Aug,16:55,837.4,826.4,Anchor,23,August
9-Aug,17:00,819.8,789.8,Anchor,23,August
10-Aug,9:10,495.4,509.2,Hybrid,19,August
10-Aug,9:15,495.4,514.2,Hybrid,19,August
10-Aug,9:20,504,518.6,Hybrid,19,August
10-Aug,9:25,517.6,533.4,Hybrid,19,August
10-Aug,9:30,534.2,541.2,Hybrid,19,August
10-Aug,9:35,543.8,535.4,Hybrid,19,August
10-Aug,9:40,556.4,549.2,Hybrid,19,August
10-Aug,9:45,566,555.2,Hybrid,19,August
10-Aug,9:50,571.2,559.2,Hybrid,19,August
10-Aug,9:55,572,565.2,Hybrid,19,August
10-Aug,10:00,572.8,575.3,Hybrid,19,August
10-Aug,10:05,581.6,587.4,Hybrid,19,August
10-Aug,10:10,590.4,590.4,Hybrid,19,August
10-Aug,10:15,595.2,584,Hybrid,19,August
10-Aug,10:20,602.2,591.8,Hybrid,19,August
10-Aug,10:25,602,605,Hybrid,19,August
10-Aug,10:30,590.6,603.8,Hybrid,19,August
10-Aug,10:35,598.8,606.6,Hybrid,19,August
10-Aug,10:40,617.6,609.4,Hybrid,19,August
10-Aug,10:45,619.2,602.2,Hybrid,19,August
10-Aug,10:50,615.6,600.4,Hybrid,19,August
10-Aug,10:55,619,604.4,Hybrid,19,August
10-Aug,11:00,638.2,628.2,Hybrid,19,August
10-Aug,11:05,654.6,646.6,Hybrid,19,August
10-Aug,11:10,647.8,635,Hybrid,19,August
10-Aug,11:15,648.4,651.6,Hybrid,19,August
10-Aug,11:20,672.2,672,Hybrid,19,August
10-Aug,11:25,677,675.4,Hybrid,19,August
10-Aug,11:30,685.2,674.4,Hybrid,19,August
10-Aug,11:35,678.8,669.4,Hybrid,19,August
10-Aug,11:40,694.8,685.2,Hybrid,19,August
10-Aug,11:45,700.2,688.6,Hybrid,19,August
10-Aug,11:50,691.8,692.8,Hybrid,19,August
10-Aug,11:55,695.6,678,Hybrid,19,August
10-Aug,12:00,688.4,671.8,Hybrid,19,August
10-Aug,12:05,685.6,682.6,Hybrid,19,August
10-Aug,12:10,696.8,679.2,Hybrid,19,August
10-Aug,12:15,698,687.4,Hybrid,19,August
10-Aug,12:20,694.2,687.2,Hybrid,19,August
10-Aug,12:25,685.8,692.4,Hybrid,19,August
10-Aug,12:30,714.6,706,Hybrid,19,August
10-Aug,12:35,757.4,742.8,Hybrid,19,August
10-Aug,12:40,764.8,742.2,Hybrid,19,August
10-Aug,12:45,743.8,725.6,Hybrid,19,August
10-Aug,12:50,747,729.6,Hybrid,19,August
10-Aug,12:55,766.2,760,Hybrid,19,August
10-Aug,13:00,802.4,785.4,Hybrid,19,August
10-Aug,13:05,793,764.8,Hybrid,19,August
10-Aug,13:10,762.4,739.4,Hybrid,19,August
10-Aug,13:15,749,750.4,Hybrid,19,August
10-Aug,13:20,779.2,762.6,Hybrid,19,August
10-Aug,13:25,797,761,Hybrid,19,August
10-Aug,13:30,770.4,731.6,Hybrid,19,August
10-Aug,13:35,748.4,716.6,Hybrid,19,August
10-Aug,13:40,759.8,737,Hybrid,19,August
10-Aug,13:45,785,760.4,Hybrid,19,August
10-Aug,13:50,752.6,717,Hybrid,19,August
10-Aug,13:55,725,690.8,Hybrid,19,August
10-Aug,14:00,726.8,700.4,Hybrid,19,August
10-Aug,14:05,738,718.6,Hybrid,19,August
10-Aug,14:10,724,698,Hybrid,19,August
10-Aug,14:15,700.6,672.8,Hybrid,19,August
10-Aug,14:20,696.6,670.6,Hybrid,19,August
10-Aug,14:25,696.2,671.6,Hybrid,19,August
10-Aug,14:30,693.6,668,Hybrid,19,August
10-Aug,14:35,681,647.4,Hybrid,19,August
10-Aug,14:40,674.2,650.6,Hybrid,19,August
10-Aug,14:45,694.8,669.8,Hybrid,19,August
10-Aug,14:50,709.8,687.8,Hybrid,19,August
10-Aug,14:55,710.4,675.2,Hybrid,19,August
10-Aug,15:00,696.8,663,Hybrid,19,August
10-Aug,15:05,697.6,665.6,Hybrid,19,August
10-Aug,15:10,710.6,674.6,Hybrid,19,August
10-Aug,15:15,711,669,Hybrid,19,August
10-Aug,15:20,689.4,651.6,Hybrid,19,August
10-Aug,15:25,681,645.6,Hybrid,19,August
10-Aug,15:30,689.4,653.4,Hybrid,19,August
10-Aug,15:35,691.2,656.8,Hybrid,19,August
10-Aug,15:40,682.4,644.2,Hybrid,19,August
10-Aug,15:45,674.4,640.6,Hybrid,19,August
10-Aug,15:50,685.6,641.2,Hybrid,19,August
10-Aug,15:55,689.6,647.6,Hybrid,19,August
10-Aug,16:00,687.2,649.8,Hybrid,19,August
10-Aug,16:05,678,648.6,Hybrid,19,August
10-Aug,16:10,687,655.4,Hybrid,19,August
10-Aug,16:15,695.4,655.6,Hybrid,19,August
10-Aug,16:20,695.2,661.8,Hybrid,19,August
10-Aug,16:25,688,656.6,Hybrid,19,August
10-Aug,16:30,686.8,656.2,Hybrid,19,August
10-Aug,16:35,688.4,654.8,Hybrid,19,August
10-Aug,16:40,685.8,652.6,Hybrid,19,August
10-Aug,16:45,681.6,646.8,Hybrid,19,August
10-Aug,16:50,673.6,647.4,Hybrid,19,August
10-Aug,16:55,680.8,657.4,Hybrid,19,August
10-Aug,17:00,676.2,657.2,Hybrid,19,August
11-Aug,9:10,532,523.4,Hybrid,16,August
11-Aug,9:15,540.8,528.2,Hybrid,16,August
11-Aug,9:20,561.6,531,Hybrid,16,August
11-Aug,9:25,598,539.6,Hybrid,16,August
11-Aug,9:30,583.6,555.6,Hybrid,16,August
11-Aug,9:35,591.6,571.4,Hybrid,16,August
11-Aug,9:40,596.6,578,Hybrid,16,August
11-Aug,9:45,588.4,575,Hybrid,16,August
11-Aug,9:50,598.4,574.8,Hybrid,16,August
11-Aug,9:55,619,581.2,Hybrid,16,August
11-Aug,10:00,627.2,599.2,Hybrid,16,August
11-Aug,10:05,634.6,616.4,Hybrid,16,August
11-Aug,10:10,626.2,607,Hybrid,16,August
11-Aug,10:15,619.4,601.6,Hybrid,16,August
11-Aug,10:20,627.6,608.8,Hybrid,16,August
11-Aug,10:25,637.8,623,Hybrid,16,August
11-Aug,10:30,645.6,624.6,Hybrid,16,August
11-Aug,10:35,645.6,622.8,Hybrid,16,August
11-Aug,10:40,652.8,623,Hybrid,16,August
11-Aug,10:45,668,638.8,Hybrid,16,August
11-Aug,10:50,679.2,644.2,Hybrid,16,August
11-Aug,10:55,693.8,651.6,Hybrid,16,August
11-Aug,11:00,687.8,644.4,Hybrid,16,August
11-Aug,11:05,690.6,655.4,Hybrid,16,August
11-Aug,11:10,701.4,676.2,Hybrid,16,August
11-Aug,11:15,690.2,672.8,Hybrid,16,August
11-Aug,11:20,693.6,670,Hybrid,16,August
11-Aug,11:25,686.2,657.2,Hybrid,16,August
11-Aug,11:30,695.4,665.8,Hybrid,16,August
11-Aug,11:35,684.8,665.6,Hybrid,16,August
11-Aug,11:40,691.2,668,Hybrid,16,August
11-Aug,11:45,707,671.4,Hybrid,16,August
11-Aug,11:50,704.4,677.8,Hybrid,16,August
11-Aug,11:55,713,687.6,Hybrid,16,August
11-Aug,12:00,722.2,693.6,Hybrid,16,August
11-Aug,12:05,736.2,704.4,Hybrid,16,August
11-Aug,12:10,743.6,694.8,Hybrid,16,August
11-Aug,12:15,772,701,Hybrid,16,August
11-Aug,12:20,741.6,717.6,Hybrid,16,August
11-Aug,12:25,738,710.4,Hybrid,16,August
11-Aug,12:30,721.8,697,Hybrid,16,August
11-Aug,12:35,748.6,715.5,Hybrid,16,August
11-Aug,12:40,752.4,746,Hybrid,16,August
11-Aug,12:45,737.8,744.2,Hybrid,16,August
11-Aug,12:50,740.6,719.4,Hybrid,16,August
11-Aug,12:55,743.2,723.8,Hybrid,16,August
11-Aug,13:00,767,736.8,Hybrid,16,August
11-Aug,13:05,774.4,744.6,Hybrid,16,August
11-Aug,13:10,763,723.4,Hybrid,16,August
11-Aug,13:15,741.6,702.4,Hybrid,16,August
11-Aug,13:20,744.8,707.2,Hybrid,16,August
11-Aug,13:25,745.8,703,Hybrid,16,August
11-Aug,13:30,742.2,700,Hybrid,16,August
11-Aug,13:35,739.8,699.6,Hybrid,16,August
11-Aug,13:40,737.8,709.6,Hybrid,16,August
11-Aug,13:45,741,712,Hybrid,16,August
11-Aug,13:50,739.8,708.4,Hybrid,16,August
11-Aug,13:55,740.4,699.6,Hybrid,16,August
11-Aug,14:00,738.4,695.8,Hybrid,16,August
11-Aug,14:05,745,704.8,Hybrid,16,August
11-Aug,14:10,739.6,714.6,Hybrid,16,August
11-Aug,14:15,732.2,701.4,Hybrid,16,August
11-Aug,14:20,733.8,697.6,Hybrid,16,August
11-Aug,14:25,757,716,Hybrid,16,August
11-Aug,14:30,760.4,726.2,Hybrid,16,August
11-Aug,14:35,751.6,715.2,Hybrid,16,August
11-Aug,14:40,739.6,710,Hybrid,16,August
11-Aug,14:45,751,723.6,Hybrid,16,August
11-Aug,14:50,757.6,733.6,Hybrid,16,August
11-Aug,14:55,747.6,719.2,Hybrid,16,August
11-Aug,15:00,727.4,697,Hybrid,16,August
11-Aug,15:05,721,695,Hybrid,16,August
11-Aug,15:10,725.6,703.2,Hybrid,16,August
11-Aug,15:15,720.4,703.8,Hybrid,16,August
11-Aug,15:20,709,682.2,Hybrid,16,August
11-Aug,15:25,695.4,676.6,Hybrid,16,August
11-Aug,15:30,707,681.8,Hybrid,16,August
11-Aug,15:35,710.6,683.6,Hybrid,16,August
11-Aug,15:40,710.6,676.6,Hybrid,16,August
11-Aug,15:45,694,664.4,Hybrid,16,August
11-Aug,15:50,690.4,663.6,Hybrid,16,August
11-Aug,15:55,698.8,672.2,Hybrid,16,August
11-Aug,16:00,714.6,688,Hybrid,16,August
11-Aug,16:05,709.6,676,Hybrid,16,August
11-Aug,16:10,697.8,666.4,Hybrid,16,August
11-Aug,16:15,695.2,667.6,Hybrid,16,August
11-Aug,16:20,709.2,671.2,Hybrid,16,August
11-Aug,16:25,700.2,661.8,Hybrid,16,August
11-Aug,16:30,665.2,642.2,Hybrid,16,August
11-Aug,16:35,658.4,640.2,Hybrid,16,August
11-Aug,16:40,680.6,651.4,Hybrid,16,August
11-Aug,16:45,676.6,652,Hybrid,16,August
11-Aug,16:50,666.6,638.8,Hybrid,16,August
11-Aug,16:55,657.6,628.4,Hybrid,16,August
11-Aug,17:00,641.2,618.6,Hybrid,16,August
12-Aug,9:10,444.8,434.2,None,0,August
12-Aug,9:15,444.6,433.2,None,0,August
12-Aug,9:20,442.8,434.2,None,0,August
12-Aug,9:25,440.2,433.6,None,0,August
12-Aug,9:30,445.2,434,None,0,August
12-Aug,9:35,446.2,433.2,None,0,August
12-Aug,9:40,444,434.6,None,0,August
12-Aug,9:45,445.2,432.2,None,0,August
12-Aug,9:50,447,433,None,0,August
12-Aug,9:55,448.6,432.6,None,0,August
12-Aug,10:00,446.8,433,None,0,August
12-Aug,10:05,448.6,433.6,None,0,August
12-Aug,10:10,447,436,None,0,August
12-Aug,10:15,444.8,434.8,None,0,August
12-Aug,10:20,447,436.4,None,0,August
12-Aug,10:25,448,437.2,None,0,August
12-Aug,10:30,448.6,437,None,0,August
12-Aug,10:35,449,437.2,None,0,August
12-Aug,10:40,447.8,437.8,None,0,August
12-Aug,10:45,448.6,436.2,None,0,August
12-Aug,10:50,448.8,436.2,None,0,August
12-Aug,10:55,451.8,436.2,None,0,August
12-Aug,11:00,448.8,437.2,None,0,August
12-Aug,11:05,446.6,438.2,None,0,August
12-Aug,11:10,446.6,438.4,None,0,August
12-Aug,11:15,444.2,435.2,None,0,August
12-Aug,11:20,443.4,433,None,0,August
12-Aug,11:25,444.4,433.8,None,0,August
12-Aug,11:30,443.4,434.8,None,0,August
12-Aug,11:35,443.8,435.4,None,0,August
12-Aug,11:40,442.8,436.4,None,0,August
12-Aug,11:45,440.8,434.8,None,0,August
12-Aug,11:50,442.2,432.6,None,0,August
12-Aug,11:55,440.4,433.4,None,0,August
12-Aug,12:00,442.6,432.6,None,0,August
12-Aug,12:05,442.2,432.6,None,0,August
12-Aug,12:10,443.4,431.8,None,0,August
12-Aug,12:15,444.2,432.2,None,0,August
12-Aug,12:20,440.8,429.8,None,0,August
12-Aug,12:25,438.8,430.4,None,0,August
12-Aug,12:30,443,434,None,0,August
12-Aug,12:35,439,431,None,0,August
12-Aug,12:40,438,428.2,None,0,August
12-Aug,12:45,437.6,430,None,0,August
12-Aug,12:50,437,429.4,None,0,August
12-Aug,12:55,441.6,431.6,None,0,August
12-Aug,13:00,441.4,432.4,None,0,August
12-Aug,13:05,442.2,431.8,None,0,August
12-Aug,13:10,443.6,429.8,None,0,August
12-Aug,13:15,443.2,428.2,None,0,August
12-Aug,13:20,439.6,428,None,0,August
12-Aug,13:25,438.2,427,None,0,August
12-Aug,13:30,441.8,426,None,0,August
12-Aug,13:35,440.6,427.4,None,0,August
12-Aug,13:40,438.8,429.6,None,0,August
12-Aug,13:45,441.6,427.8,None,0,August
12-Aug,13:50,437.6,426.4,None,0,August
12-Aug,13:55,437.4,428.8,None,0,August
12-Aug,14:00,437.4,428.8,None,0,August
12-Aug,14:05,435.6,429.4,None,0,August
12-Aug,14:10,436.4,428.2,None,0,August
12-Aug,14:15,434.8,429.4,None,0,August
12-Aug,14:20,437.2,428.2,None,0,August
12-Aug,14:25,438.6,427.2,None,0,August
12-Aug,14:30,439.2,426.4,None,0,August
12-Aug,14:35,437.4,425.4,None,0,August
12-Aug,14:40,435,427,None,0,August
12-Aug,14:45,436.8,424.4,None,0,August
12-Aug,14:50,433,426.6,None,0,August
12-Aug,14:55,432.8,430.2,None,0,August
12-Aug,15:00,435.4,427.6,None,0,August
12-Aug,15:05,434.2,425.2,None,0,August
12-Aug,15:10,435.6,426,None,0,August
12-Aug,15:15,434.4,427.6,None,0,August
12-Aug,15:20,432.2,425.6,None,0,August
12-Aug,15:25,433.6,424.2,None,0,August
12-Aug,15:30,431.2,425.2,None,0,August
12-Aug,15:35,432.4,425.4,None,0,August
12-Aug,15:40,432.2,423,None,0,August
12-Aug,15:45,431.6,426.2,None,0,August
12-Aug,15:50,429.8,425.8,None,0,August
12-Aug,15:55,426,422.2,None,0,August
12-Aug,16:00,429,420.2,None,0,August
12-Aug,16:05,431,417.2,None,0,August
12-Aug,16:10,431.2,419.6,None,0,August
12-Aug,16:15,432.2,424.6,None,0,August
12-Aug,16:20,430.8,425.4,None,0,August
12-Aug,16:25,430,425,None,0,August
12-Aug,16:30,447.8,424.8,None,0,August
12-Aug,16:35,441,424.4,None,0,August
12-Aug,16:40,427,423.8,None,0,August
12-Aug,16:45,423,424,None,0,August
12-Aug,16:50,419.2,425.2,None,0,August
12-Aug,16:55,420.4,424,None,0,August
12-Aug,17:00,427.6,424.8,None,0,August
