Day,Time,Sensor 1 CO2,Sensor 2 CO2,Day Type,n,Month
24-Oct,15:45,820,805.8,Anchor,22,Fall
24-Oct,15:50,822.4,806.4,Anchor,22,Fall
24-Oct,15:55,824.2,811.8,Anchor,22,Fall
24-Oct,16:00,822.6,810.8,Anchor,22,Fall
24-Oct,16:05,818.4,812,Anchor,22,Fall
24-Oct,16:10,814.4,806.3,Anchor,22,Fall
24-Oct,16:15,810.2,796,Anchor,22,Fall
24-Oct,16:20,797.2,787.2,Anchor,22,Fall
24-Oct,16:25,785,779,Anchor,22,Fall
24-Oct,16:30,779.4,768.6,Anchor,22,Fall
24-Oct,16:35,768,757.2,Anchor,22,Fall
24-Oct,16:40,758.6,751.2,Anchor,22,Fall
24-Oct,16:45,750.4,742.6,Anchor,22,Fall
24-Oct,16:50,747.6,736,Anchor,22,Fall
24-Oct,16:55,741.6,733,Anchor,22,Fall
24-Oct,17:00,735,725.6,Anchor,22,Fall
25-Oct,9:10,550.4,542.2,Anchor,20.5,Fall
25-Oct,9:15,569.8,559.6,Anchor,20.5,Fall
25-Oct,9:20,581.8,572.4,Anchor,20.5,Fall
25-Oct,9:25,590.6,578.4,Anchor,20.5,Fall
25-Oct,9:30,592.8,583.2,Anchor,20.5,Fall
25-Oct,9:35,600.4,587.6,Anchor,20.5,Fall
25-Oct,9:40,609,597.8,Anchor,20.5,Fall
25-Oct,9:45,615,607.6,Anchor,20.5,Fall
25-Oct,9:50,621,615.6,Anchor,20.5,Fall
25-Oct,9:55,629.4,624,Anchor,20.5,Fall
25-Oct,10:00,638.6,633.4,Anchor,20.5,Fall
25-Oct,10:05,651.8,647.8,Anchor,20.5,Fall
25-Oct,10:10,663.4,657.8,Anchor,20.5,Fall
25-Oct,10:15,668.6,664,Anchor,20.5,Fall
25-Oct,10:20,669.4,663.6,Anchor,20.5,Fall
25-Oct,10:25,671,665,Anchor,20.5,Fall
25-Oct,10:30,672.2,664.6,Anchor,20.5,Fall
25-Oct,10:35,671.8,665.8,Anchor,20.5,Fall
25-Oct,10:40,675.8,670.2,Anchor,20.5,Fall
25-Oct,10:45,683,675,Anchor,20.5,Fall
25-Oct,10:50,689.2,683.4,Anchor,20.5,Fall
25-Oct,10:55,693,689.6,Anchor,20.5,Fall
25-Oct,11:00,696.4,692.4,Anchor,20.5,Fall
25-Oct,11:05,729.4,719.2,Anchor,20.5,Fall
25-Oct,11:10,761.8,745.6,Anchor,20.5,Fall
25-Oct,11:15,766,768.2,Anchor,20.5,Fall
25-Oct,11:20,768.8,776.6,Anchor,20.5,Fall
25-Oct,11:25,770,774,Anchor,20.5,Fall
25-Oct,11:30,773,762,Anchor,20.5,Fall
25-Oct,11:35,769,754.8,Anchor,20.5,Fall
25-Oct,11:40,758.6,750.2,Anchor,20.5,Fall
25-Oct,11:45,756.6,746.8,Anchor,20.5,Fall
25-Oct,11:50,758.2,746.8,Anchor,20.5,Fall
25-Oct,11:55,762,750.2,Anchor,20.5,Fall
25-Oct,12:00,783.6,762.2,Anchor,20.5,Fall
25-Oct,12:05,842.8,789.8,Anchor,20.5,Fall
25-Oct,12:10,855,809,Anchor,20.5,Fall
25-Oct,12:15,845.8,811,Anchor,20.5,Fall
25-Oct,12:20,840.8,814.2,Anchor,20.5,Fall
25-Oct,12:25,848.8,827,Anchor,20.5,Fall
25-Oct,12:30,863.6,829.8,Anchor,20.5,Fall
25-Oct,12:35,850.8,825,Anchor,20.5,Fall
25-Oct,12:40,849.6,825.4,Anchor,20.5,Fall
25-Oct,12:45,864.2,829.6,Anchor,20.5,Fall
25-Oct,12:50,859.6,833.4,Anchor,20.5,Fall
25-Oct,12:55,858.4,844,Anchor,20.5,Fall
25-Oct,13:00,851.2,839.6,Anchor,20.5,Fall
25-Oct,13:05,834,822,Anchor,20.5,Fall
25-Oct,13:10,822.8,815.6,Anchor,20.5,Fall
25-Oct,13:15,821.2,813,Anchor,20.5,Fall
25-Oct,13:20,836.2,830.8,Anchor,20.5,Fall
25-Oct,13:25,855.8,841,Anchor,20.5,Fall
25-Oct,13:30,862,839.4,Anchor,20.5,Fall
25-Oct,13:35,854.2,835.4,Anchor,20.5,Fall
25-Oct,13:40,845.4,829.6,Anchor,20.5,Fall
25-Oct,13:45,830.4,819.4,Anchor,20.5,Fall
25-Oct,13:50,830.8,809,Anchor,20.5,Fall
25-Oct,13:55,834.6,808,Anchor,20.5,Fall
25-Oct,14:00,835.4,819.8,Anchor,20.5,Fall
25-Oct,14:05,834,821,Anchor,20.5,Fall
25-Oct,14:10,828.2,818.8,Anchor,20.5,Fall
25-Oct,14:15,823,813.4,Anchor,20.5,Fall
25-Oct,14:20,830.8,808.2,Anchor,20.5,Fall
25-Oct,14:25,835,809.4,Anchor,20.5,Fall
25-Oct,14:30,834.2,815.8,Anchor,20.5,Fall
25-Oct,14:35,828.2,817.4,Anchor,20.5,Fall
25-Oct,14:40,825.6,813.8,Anchor,20.5,Fall
25-Oct,14:45,821.2,806.2,Anchor,20.5,Fall
25-Oct,14:50,822.8,806,Anchor,20.5,Fall
25-Oct,14:55,821,803.6,Anchor,20.5,Fall
25-Oct,15:00,815.6,803,Anchor,20.5,Fall
25-Oct,15:05,813,801,Anchor,20.5,Fall
25-Oct,15:10,810,787.8,Anchor,20.5,Fall
25-Oct,15:15,805.6,780.6,Anchor,20.5,Fall
25-Oct,15:20,797.6,778.8,Anchor,20.5,Fall
25-Oct,15:25,801.6,782.6,Anchor,20.5,Fall
25-Oct,15:30,805.2,785.2,Anchor,20.5,Fall
25-Oct,15:35,809.6,779.4,Anchor,20.5,Fall
25-Oct,15:40,797.4,773,Anchor,20.5,Fall
25-Oct,15:45,778.6,765.6,Anchor,20.5,Fall
25-Oct,15:50,772.4,759.2,Anchor,20.5,Fall
25-Oct,15:55,767.8,758.4,Anchor,20.5,Fall
25-Oct,16:00,767.6,758.4,Anchor,20.5,Fall
25-Oct,16:05,765.2,751.2,Anchor,20.5,Fall
25-Oct,16:10,758.6,742.8,Anchor,20.5,Fall
25-Oct,16:15,746.4,734.2,Anchor,20.5,Fall
25-Oct,16:20,742,737,Anchor,20.5,Fall
25-Oct,16:25,739.6,730,Anchor,20.5,Fall
25-Oct,16:30,737.6,728.2,Anchor,20.5,Fall
25-Oct,16:35,738.8,724,Anchor,20.5,Fall
25-Oct,16:40,733.6,723.8,Anchor,20.5,Fall
25-Oct,16:45,741.4,732.4,Anchor,20.5,Fall
25-Oct,16:50,740.8,728,Anchor,20.5,Fall
25-Oct,16:55,733.4,719.2,Anchor,20.5,Fall
25-Oct,17:00,722,709.8,Anchor,20.5,Fall
26-Oct,9:10,514.2,509.8,Hybrid,15,Fall
26-Oct,9:15,525.6,524.4,Hybrid,15,Fall
26-Oct,9:20,534.8,534.4,Hybrid,15,Fall
26-Oct,9:25,539.6,536.8,Hybrid,15,Fall
26-Oct,9:30,543.8,539.4,Hybrid,15,Fall
26-Oct,9:35,549.4,543.8,Hybrid,15,Fall
26-Oct,9:40,551.4,546,Hybrid,15,Fall
26-Oct,9:45,556.2,552.6,Hybrid,15,Fall
26-Oct,9:50,560.4,559,Hybrid,15,Fall
26-Oct,9:55,562.8,558.4,Hybrid,15,Fall
26-Oct,10:00,563.8,560.2,Hybrid,15,Fall
26-Oct,10:05,565.2,563.6,Hybrid,15,Fall
26-Oct,10:10,567.6,565.6,Hybrid,15,Fall
26-Oct,10:15,567.8,564.2,Hybrid,15,Fall
26-Oct,10:20,562.4,562.6,Hybrid,15,Fall
26-Oct,10:25,560.8,564,Hybrid,15,Fall
26-Oct,10:30,566.6,571.2,Hybrid,15,Fall
26-Oct,10:35,577.4,577,Hybrid,15,Fall
26-Oct,10:40,585.6,579.6,Hybrid,15,Fall
26-Oct,10:45,580.8,579.8,Hybrid,15,Fall
26-Oct,10:50,583,584.6,Hybrid,15,Fall
26-Oct,10:55,586.6,585,Hybrid,15,Fall
26-Oct,11:00,583.6,593,Hybrid,15,Fall
26-Oct,11:05,590.6,599,Hybrid,15,Fall
26-Oct,11:10,594.4,603,Hybrid,15,Fall
26-Oct,11:15,594,598.6,Hybrid,15,Fall
26-Oct,11:20,596.2,595.8,Hybrid,15,Fall
26-Oct,11:25,605.2,599.2,Hybrid,15,Fall
26-Oct,11:30,609.2,603.4,Hybrid,15,Fall
26-Oct,11:35,609.2,613.2,Hybrid,15,Fall
26-Oct,11:40,609.8,615.8,Hybrid,15,Fall
26-Oct,11:45,610.6,611.6,Hybrid,15,Fall
26-Oct,11:50,611.8,613.8,Hybrid,15,Fall
26-Oct,11:55,616.8,615.4,Hybrid,15,Fall
26-Oct,12:00,617.8,611.6,Hybrid,15,Fall
26-Oct,12:05,615.8,604.4,Hybrid,15,Fall
26-Oct,12:10,603.6,602,Hybrid,15,Fall
26-Oct,12:15,597.8,598.8,Hybrid,15,Fall
26-Oct,12:20,593.2,591.2,Hybrid,15,Fall
26-Oct,12:25,592.6,600.6,Hybrid,15,Fall
26-Oct,12:30,600.8,601.4,Hybrid,15,Fall
26-Oct,12:35,608,602.8,Hybrid,15,Fall
26-Oct,12:40,605.8,617,Hybrid,15,Fall
26-Oct,12:45,603.6,619.8,Hybrid,15,Fall
26-Oct,12:50,606,617.8,Hybrid,15,Fall
26-Oct,12:55,599.6,610.2,Hybrid,15,Fall
26-Oct,13:00,605,600.6,Hybrid,15,Fall
26-Oct,13:05,605.2,600.8,Hybrid,15,Fall
26-Oct,13:10,597,596.2,Hybrid,15,Fall
26-Oct,13:15,590,588.4,Hybrid,15,Fall
26-Oct,13:20,594.8,591.6,Hybrid,15,Fall
26-Oct,13:25,603.8,597,Hybrid,15,Fall
26-Oct,13:30,619,608.2,Hybrid,15,Fall
26-Oct,13:35,619.8,613.8,Hybrid,15,Fall
26-Oct,13:40,611.6,620.8,Hybrid,15,Fall
26-Oct,13:45,620.6,626.4,Hybrid,15,Fall
26-Oct,13:50,621.8,624.4,Hybrid,15,Fall
26-Oct,13:55,620.8,620,Hybrid,15,Fall
26-Oct,14:00,620,615.4,Hybrid,15,Fall
26-Oct,14:05,619,617.8,Hybrid,15,Fall
26-Oct,14:10,624,623,Hybrid,15,Fall
26-Oct,14:15,625.4,624,Hybrid,15,Fall
26-Oct,14:20,622.8,623.8,Hybrid,15,Fall
26-Oct,14:25,620.8,618.6,Hybrid,15,Fall
26-Oct,14:30,617.8,614.2,Hybrid,15,Fall
26-Oct,14:35,625.4,617.8,Hybrid,15,Fall
26-Oct,14:40,631.8,624.4,Hybrid,15,Fall
26-Oct,14:45,633.6,628.2,Hybrid,15,Fall
26-Oct,14:50,637,633.2,Hybrid,15,Fall
26-Oct,14:55,635.6,631.6,Hybrid,15,Fall
26-Oct,15:00,638.2,635,Hybrid,15,Fall
26-Oct,15:05,638.6,640.4,Hybrid,15,Fall
26-Oct,15:10,640,644.8,Hybrid,15,Fall
26-Oct,15:15,641.2,645,Hybrid,15,Fall
26-Oct,15:20,642,641.2,Hybrid,15,Fall
26-Oct,15:25,640,632.6,Hybrid,15,Fall
26-Oct,15:30,635.2,633.4,Hybrid,15,Fall
26-Oct,15:35,635.4,634.6,Hybrid,15,Fall
26-Oct,15:40,637.4,632.4,Hybrid,15,Fall
26-Oct,15:45,641.4,631.4,Hybrid,15,Fall
26-Oct,15:50,640.8,631.2,Hybrid,15,Fall
26-Oct,15:55,634.2,623.2,Hybrid,15,Fall
26-Oct,16:00,627.6,620.6,Hybrid,15,Fall
26-Oct,16:05,618.4,618,Hybrid,15,Fall
26-Oct,16:10,614.2,611,Hybrid,15,Fall
26-Oct,16:15,608.8,603.8,Hybrid,15,Fall
26-Oct,16:20,605.4,600.4,Hybrid,15,Fall
26-Oct,16:25,606,600.8,Hybrid,15,Fall
26-Oct,16:30,605.4,598.8,Hybrid,15,Fall
26-Oct,16:35,603.2,598.8,Hybrid,15,Fall
26-Oct,16:40,601.8,597.8,Hybrid,15,Fall
26-Oct,16:45,601,598,Hybrid,15,Fall
26-Oct,16:50,600.8,597,Hybrid,15,Fall
26-Oct,16:55,600,595.4,Hybrid,15,Fall
26-Oct,17:00,591,591.2,Hybrid,15,Fall
27-Oct,9:10,471.2,463,Hybrid,12,Fall
27-Oct,9:15,476,466.4,Hybrid,12,Fall
27-Oct,9:20,473,468,Hybrid,12,Fall
27-Oct,9:25,472.4,467.6,Hybrid,12,Fall
27-Oct,9:30,479.8,475.2,Hybrid,12,Fall
27-Oct,9:35,485,481.8,Hybrid,12,Fall
27-Oct,9:40,486.8,483.8,Hybrid,12,Fall
27-Oct,9:45,485.4,485,Hybrid,12,Fall
27-Oct,9:50,486.2,482,Hybrid,12,Fall
27-Oct,9:55,491.2,483.4,Hybrid,12,Fall
27-Oct,10:00,499,486,Hybrid,12,Fall
27-Oct,10:05,501.2,489,Hybrid,12,Fall
27-Oct,10:10,500.4,491,Hybrid,12,Fall
27-Oct,10:15,503.2,492.6,Hybrid,12,Fall
27-Oct,10:20,505.6,498.4,Hybrid,12,Fall
27-Oct,10:25,509,502.2,Hybrid,12,Fall
27-Oct,10:30,512.4,506.4,Hybrid,12,Fall
27-Oct,10:35,514.8,508.6,Hybrid,12,Fall
27-Oct,10:40,515.4,511,Hybrid,12,Fall
27-Oct,10:45,517.2,514.2,Hybrid,12,Fall
27-Oct,10:50,519.6,515.8,Hybrid,12,Fall
27-Oct,10:55,527.2,521.2,Hybrid,12,Fall
27-Oct,11:00,536,524,Hybrid,12,Fall
27-Oct,11:05,537.2,532.4,Hybrid,12,Fall
27-Oct,11:10,556.2,545,Hybrid,12,Fall
27-Oct,11:15,556.4,553.8,Hybrid,12,Fall
27-Oct,11:20,558,553.2,Hybrid,12,Fall
27-Oct,11:25,555.8,554.4,Hybrid,12,Fall
27-Oct,11:30,570,547.8,Hybrid,12,Fall
27-Oct,11:35,563.6,544.8,Hybrid,12,Fall
27-Oct,11:40,555.8,542.2,Hybrid,12,Fall
27-Oct,11:45,552.4,542.8,Hybrid,12,Fall
27-Oct,11:50,552.2,543,Hybrid,12,Fall
27-Oct,11:55,550.4,543.2,Hybrid,12,Fall
27-Oct,12:00,554,544.2,Hybrid,12,Fall
27-Oct,12:05,561.2,546.4,Hybrid,12,Fall
27-Oct,12:10,559.6,550.2,Hybrid,12,Fall
27-Oct,12:15,556,550.8,Hybrid,12,Fall
27-Oct,12:20,551.2,544.8,Hybrid,12,Fall
27-Oct,12:25,544.8,545.4,Hybrid,12,Fall
27-Oct,12:30,563.8,550.8,Hybrid,12,Fall
27-Oct,12:35,563.4,554,Hybrid,12,Fall
27-Oct,12:40,560.8,558.2,Hybrid,12,Fall
27-Oct,12:45,558.6,549.6,Hybrid,12,Fall
27-Oct,12:50,551,545.4,Hybrid,12,Fall
27-Oct,12:55,548.4,541,Hybrid,12,Fall
27-Oct,13:00,549,544.6,Hybrid,12,Fall
27-Oct,13:05,550,545,Hybrid,12,Fall
27-Oct,13:10,555.2,544,Hybrid,12,Fall
27-Oct,13:15,563.2,552.6,Hybrid,12,Fall
27-Oct,13:20,564,561.4,Hybrid,12,Fall
27-Oct,13:25,562.2,562.6,Hybrid,12,Fall
27-Oct,13:30,564,557.2,Hybrid,12,Fall
27-Oct,13:35,570.6,555.6,Hybrid,12,Fall
27-Oct,13:40,576,562.4,Hybrid,12,Fall
27-Oct,13:45,579,574.2,Hybrid,12,Fall
27-Oct,13:50,587.4,575.6,Hybrid,12,Fall
27-Oct,13:55,589,579.6,Hybrid,12,Fall
27-Oct,14:00,596,587.2,Hybrid,12,Fall
27-Oct,14:05,596.4,585.2,Hybrid,12,Fall
27-Oct,14:10,589,583.8,Hybrid,12,Fall
27-Oct,14:15,590,585.6,Hybrid,12,Fall
27-Oct,14:20,592,582.8,Hybrid,12,Fall
27-Oct,14:25,592,580.4,Hybrid,12,Fall
27-Oct,14:30,593.2,580.4,Hybrid,12,Fall
27-Oct,14:35,589.4,572.4,Hybrid,12,Fall
27-Oct,14:40,587.8,572,Hybrid,12,Fall
27-Oct,14:45,589.8,574.8,Hybrid,12,Fall
27-Oct,14:50,586.4,581,Hybrid,12,Fall
27-Oct,14:55,582,576.4,Hybrid,12,Fall
27-Oct,15:00,578,568,Hybrid,12,Fall
27-Oct,15:05,576.8,568.4,Hybrid,12,Fall
27-Oct,15:10,586.8,574.8,Hybrid,12,Fall
27-Oct,15:15,590.4,578.4,Hybrid,12,Fall
27-Oct,15:20,589.4,579.8,Hybrid,12,Fall
27-Oct,15:25,588.4,577.4,Hybrid,12,Fall
27-Oct,15:30,588.4,582.2,Hybrid,12,Fall
27-Oct,15:35,589.8,581.8,Hybrid,12,Fall
27-Oct,15:40,587.6,578.2,Hybrid,12,Fall
27-Oct,15:45,592.8,579.8,Hybrid,12,Fall
27-Oct,15:50,592.2,581.6,Hybrid,12,Fall
27-Oct,15:55,589,582.2,Hybrid,12,Fall
27-Oct,16:00,584.2,581.4,Hybrid,12,Fall
27-Oct,16:05,583.2,575.6,Hybrid,12,Fall
27-Oct,16:10,587.4,579.2,Hybrid,12,Fall
27-Oct,16:15,594.4,587.8,Hybrid,12,Fall
27-Oct,16:20,598.2,593.6,Hybrid,12,Fall
27-Oct,16:25,590.8,589,Hybrid,12,Fall
27-Oct,16:30,582.2,579.2,Hybrid,12,Fall
27-Oct,16:35,577.6,572,Hybrid,12,Fall
27-Oct,16:40,573.2,570.4,Hybrid,12,Fall
27-Oct,16:45,569.4,567.4,Hybrid,12,Fall
27-Oct,16:50,563.2,559.6,Hybrid,12,Fall
27-Oct,16:55,560,553,Hybrid,12,Fall
27-Oct,17:00,554.2,545.2,Hybrid,12,Fall
12-Feb,9:10,466.2,484.8,Hybrid,12,Winter
12-Feb,9:15,466.6,483.8,Hybrid,12,Winter
12-Feb,9:20,468.8,489,Hybrid,12,Winter
12-Feb,9:25,466,489,Hybrid,12,Winter
12-Feb,9:30,465.4,489.2,Hybrid,12,Winter
12-Feb,9:35,465,489.2,Hybrid,12,Winter
12-Feb,9:40,479.8,491.4,Hybrid,12,Winter
12-Feb,9:45,478.8,498.8,Hybrid,12,Winter
12-Feb,9:50,483.6,509.8,Hybrid,12,Winter
12-Feb,9:55,494.4,515.4,Hybrid,12,Winter
12-Feb,10:00,492.8,520,Hybrid,12,Winter
12-Feb,10:05,499.6,523.2,Hybrid,12,Winter
12-Feb,10:10,508,529.6,Hybrid,12,Winter
12-Feb,10:15,521,541,Hybrid,12,Winter
12-Feb,10:20,533.4,545.2,Hybrid,12,Winter
12-Feb,10:25,541.4,556.8,Hybrid,12,Winter
12-Feb,10:30,543.8,564.2,Hybrid,12,Winter
12-Feb,10:35,557.6,567.6,Hybrid,12,Winter
12-Feb,10:40,558.8,574.2,Hybrid,12,Winter
12-Feb,10:45,570,578.4,Hybrid,12,Winter
12-Feb,10:50,574.6,584.8,Hybrid,12,Winter
12-Feb,10:55,569.4,589.4,Hybrid,12,Winter
12-Feb,11:00,578.2,597.4,Hybrid,12,Winter
12-Feb,11:05,576,600.6,Hybrid,12,Winter
12-Feb,11:10,584.6,600.2,Hybrid,12,Winter
12-Feb,11:15,583.4,599.4,Hybrid,12,Winter
12-Feb,11:20,571.4,597.2,Hybrid,12,Winter
12-Feb,11:25,578.4,598.4,Hybrid,12,Winter
12-Feb,11:30,579.8,602.6,Hybrid,12,Winter
12-Feb,11:35,595,611,Hybrid,12,Winter
12-Feb,11:40,604.2,622.6,Hybrid,12,Winter
12-Feb,11:45,619.8,631.2,Hybrid,12,Winter
12-Feb,11:50,625.6,639.2,Hybrid,12,Winter
12-Feb,11:55,632.4,646.6,Hybrid,12,Winter
12-Feb,12:00,634,654.2,Hybrid,12,Winter
12-Feb,12:05,643.4,655.8,Hybrid,12,Winter
12-Feb,12:10,655,657.2,Hybrid,12,Winter
12-Feb,12:15,659.8,663.2,Hybrid,12,Winter
12-Feb,12:20,676,687.6,Hybrid,12,Winter
12-Feb,12:25,683.6,708.4,Hybrid,12,Winter
12-Feb,12:30,696.2,719.2,Hybrid,12,Winter
12-Feb,12:35,688.4,704,Hybrid,12,Winter
12-Feb,12:40,676.6,687.6,Hybrid,12,Winter
12-Feb,12:45,676.6,680.4,Hybrid,12,Winter
12-Feb,12:50,669.6,682.2,Hybrid,12,Winter
12-Feb,12:55,686,696.4,Hybrid,12,Winter
12-Feb,13:00,712.6,710.8,Hybrid,12,Winter
12-Feb,13:05,737.6,720.6,Hybrid,12,Winter
12-Feb,13:10,729.2,722.2,Hybrid,12,Winter
12-Feb,13:15,719,717,Hybrid,12,Winter
12-Feb,13:20,710.6,714.4,Hybrid,12,Winter
12-Feb,13:25,720.8,715,Hybrid,12,Winter
12-Feb,13:30,723,715.2,Hybrid,12,Winter
12-Feb,13:35,716.6,722.4,Hybrid,12,Winter
12-Feb,13:40,729.8,736.8,Hybrid,12,Winter
12-Feb,13:45,737.6,737,Hybrid,12,Winter
12-Feb,13:50,745.6,740.2,Hybrid,12,Winter
12-Feb,13:55,748.4,754,Hybrid,12,Winter
12-Feb,14:00,769.2,766,Hybrid,12,Winter
12-Feb,14:05,778.4,782,Hybrid,12,Winter
12-Feb,14:10,781,781.8,Hybrid,12,Winter
12-Feb,14:15,791.8,783.8,Hybrid,12,Winter
12-Feb,14:20,804.4,792.2,Hybrid,12,Winter
12-Feb,14:25,821.6,798.4,Hybrid,12,Winter
12-Feb,14:30,813.2,796.6,Hybrid,12,Winter
12-Feb,14:35,809.2,796.4,Hybrid,12,Winter
12-Feb,14:40,801.2,798.6,Hybrid,12,Winter
12-Feb,14:45,796,804,Hybrid,12,Winter
12-Feb,14:50,818.8,819.8,Hybrid,12,Winter
12-Feb,14:55,841,835.6,Hybrid,12,Winter
12-Feb,15:00,837,861,Hybrid,12,Winter
12-Feb,15:05,816.2,855.2,Hybrid,12,Winter
12-Feb,15:10,853,842.2,Hybrid,12,Winter
12-Feb,15:15,874.8,836.8,Hybrid,12,Winter
12-Feb,15:20,857.8,833.8,Hybrid,12,Winter
12-Feb,15:25,849.8,836.4,Hybrid,12,Winter
12-Feb,15:30,849.6,840,Hybrid,12,Winter
12-Feb,15:35,853.6,838.4,Hybrid,12,Winter
12-Feb,15:40,865,844.8,Hybrid,12,Winter
12-Feb,15:45,865.4,859.6,Hybrid,12,Winter
12-Feb,15:50,868.4,860.2,Hybrid,12,Winter
12-Feb,15:55,869,865.8,Hybrid,12,Winter
12-Feb,16:00,876.6,867.2,Hybrid,12,Winter
12-Feb,16:05,883,869.8,Hybrid,12,Winter
12-Feb,16:10,884.6,865.8,Hybrid,12,Winter
12-Feb,16:15,878.8,861.2,Hybrid,12,Winter
12-Feb,16:20,876.8,861.4,Hybrid,12,Winter
12-Feb,16:25,883.2,862.4,Hybrid,12,Winter
12-Feb,16:30,880.2,864.8,Hybrid,12,Winter
12-Feb,16:35,897.6,865,Hybrid,12,Winter
12-Feb,16:40,900,866.4,Hybrid,12,Winter
12-Feb,16:45,891.6,866.4,Hybrid,12,Winter
12-Feb,16:50,887.8,866,Hybrid,12,Winter
12-Feb,16:55,868.4,871.2,Hybrid,12,Winter
12-Feb,17:00,864.8,872.6,Hybrid,12,Winter
13-Feb,9:10,473.8,496,Anchor,20.5,Winter
13-Feb,9:15,485,505.4,Anchor,20.5,Winter
13-Feb,9:20,492.8,519.2,Anchor,20.5,Winter
13-Feb,9:25,501.4,524.2,Anchor,20.5,Winter
13-Feb,9:30,514.8,532.6,Anchor,20.5,Winter
13-Feb,9:35,539.8,552.4,Anchor,20.5,Winter
13-Feb,9:40,542.6,562,Anchor,20.5,Winter
13-Feb,9:45,537,569.8,Anchor,20.5,Winter
13-Feb,9:50,566.4,595.2,Anchor,20.5,Winter
13-Feb,9:55,601,623,Anchor,20.5,Winter
13-Feb,10:00,642.4,639.2,Anchor,20.5,Winter
13-Feb,10:05,637.4,650.6,Anchor,20.5,Winter
13-Feb,10:10,645,646.2,Anchor,20.5,Winter
13-Feb,10:15,642.4,648.2,Anchor,20.5,Winter
13-Feb,10:20,658.6,664.6,Anchor,20.5,Winter
13-Feb,10:25,661.8,682,Anchor,20.5,Winter
13-Feb,10:30,673.4,692.4,Anchor,20.5,Winter
13-Feb,10:35,693.6,701.6,Anchor,20.5,Winter
13-Feb,10:40,710.6,711.4,Anchor,20.5,Winter
13-Feb,10:45,714.8,725.4,Anchor,20.5,Winter
13-Feb,10:50,739,734.4,Anchor,20.5,Winter
13-Feb,10:55,781.2,777.4,Anchor,20.5,Winter
13-Feb,11:00,807,798,Anchor,20.5,Winter
13-Feb,11:05,808.8,797.2,Anchor,20.5,Winter
13-Feb,11:10,808.6,791.2,Anchor,20.5,Winter
13-Feb,11:15,820.6,783.6,Anchor,20.5,Winter
13-Feb,11:20,828.4,783,Anchor,20.5,Winter
13-Feb,11:25,834.2,808.6,Anchor,20.5,Winter
13-Feb,11:30,839,821.6,Anchor,20.5,Winter
13-Feb,11:35,855.6,827.2,Anchor,20.5,Winter
13-Feb,11:40,860.8,830,Anchor,20.5,Winter
13-Feb,11:45,851.8,833,Anchor,20.5,Winter
13-Feb,11:50,862.2,836.8,Anchor,20.5,Winter
13-Feb,11:55,859,838,Anchor,20.5,Winter
13-Feb,12:00,875,855.8,Anchor,20.5,Winter
13-Feb,12:05,890.6,850.4,Anchor,20.5,Winter
13-Feb,12:10,897,863.6,Anchor,20.5,Winter
13-Feb,12:15,916.2,898.6,Anchor,20.5,Winter
13-Feb,12:20,947.2,963.6,Anchor,20.5,Winter
13-Feb,12:25,980,989.4,Anchor,20.5,Winter
13-Feb,12:30,994.8,998,Anchor,20.5,Winter
13-Feb,12:35,998.8,998.8,Anchor,20.5,Winter
13-Feb,12:40,1008.2,997,Anchor,20.5,Winter
13-Feb,12:45,1017,1004,Anchor,20.5,Winter
13-Feb,12:50,1045,1020,Anchor,20.5,Winter
13-Feb,12:55,1057.6,1034,Anchor,20.5,Winter
13-Feb,13:00,1073,1049.8,Anchor,20.5,Winter
13-Feb,13:05,1092.8,1067.8,Anchor,20.5,Winter
13-Feb,13:10,1092.4,1077.8,Anchor,20.5,Winter
13-Feb,13:15,1104,1092.2,Anchor,20.5,Winter
13-Feb,13:20,1126.2,1117,Anchor,20.5,Winter
13-Feb,13:25,1113.8,1117.8,Anchor,20.5,Winter
13-Feb,13:30,1112.4,1087.6,Anchor,20.5,Winter
13-Feb,13:35,1123.6,1067.8,Anchor,20.5,Winter
13-Feb,13:40,1132.8,1070,Anchor,20.5,Winter
13-Feb,13:45,1130.8,1085,Anchor,20.5,Winter
13-Feb,13:50,1137.2,1103,Anchor,20.5,Winter
13-Feb,13:55,1146,1129.2,Anchor,20.5,Winter
13-Feb,14:00,1155.2,1143.8,Anchor,20.5,Winter
13-Feb,14:05,1167,1146.4,Anchor,20.5,Winter
13-Feb,14:10,1166.2,1142.4,Anchor,20.5,Winter
13-Feb,14:15,1164,1145.2,Anchor,20.5,Winter
13-Feb,14:20,1164,1146,Anchor,20.5,Winter
13-Feb,14:25,1160,1141.6,Anchor,20.5,Winter
13-Feb,14:30,1163.4,1148.4,Anchor,20.5,Winter
13-Feb,14:35,1164.8,1162,Anchor,20.5,Winter
13-Feb,14:40,1184.4,1154.8,Anchor,20.5,Winter
13-Feb,14:45,1198,1157.8,Anchor,20.5,Winter
13-Feb,14:50,1212.2,1174.6,Anchor,20.5,Winter
13-Feb,14:55,1228.4,1197.8,Anchor,20.5,Winter
13-Feb,15:00,1242,1201,Anchor,20.5,Winter
13-Feb,15:05,1261,1215.4,Anchor,20.5,Winter
13-Feb,15:10,1272.2,1220.4,Anchor,20.5,Winter
13-Feb,15:15,1265.4,1226.8,Anchor,20.5,Winter
13-Feb,15:20,1274.2,1235.6,Anchor,20.5,Winter
13-Feb,15:25,1267.8,1236,Anchor,20.5,Winter
13-Feb,15:30,1256,1228,Anchor,20.5,Winter
